relation_set_id,aggregation_level,dataset,n_models,width,matching,q_order,q_name,primary_type,primary_depth,candidate_role,divides_primary_source,quotient_certified,relation_count,relation_count_status,relation_violation_rate,quotient_holonomy_nontrivial_rate,quotient_holonomy_entropy,quotient_assignment_confidence,pooling_threshold,pooling_residual_q,run_id,candidate_method,source_method,uses_validation_data,uses_test_data_for_selection,reason,validation_accuracy,validation_loss,val_accuracy,val_loss,test_accuracy,test_loss,branch_count,parameter_multiplier,inference_multiplier,is_single_model,is_extra_capacity,capacity_matched_to_same_branch_control,lift_implemented,residual_source,setting_id,architecture,domain_shift,seed,unique_triangle_count,unique_holonomy_count,observed_holonomy_order_lcm,v2_observed_order,v3_observed_order,primary_source,group_closure_status,group_order_if_exact,group_exponent_if_exact,v2_group_order_if_exact,v3_group_order_if_exact,v2_group_exponent_if_exact,v3_group_exponent_if_exact,noncentral_holonomy_score,controlled_true_q,threshold_profile,activation_eligible_threshold_profile,relation_threshold,nontrivial_threshold,entropy_threshold,quotient_fit_status,assignment_strategy,quotient_status,naive_residual_q,naive_residual_q_max,pooling_residual_q_max,pooling_gate_passed,best_fallback_validation_accuracy,best_fallback_test_accuracy
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4212,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4213,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4214,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4215,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4216,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4217,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4218,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4219,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4200,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4201,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4202,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4203,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4204,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4205,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4206,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4207,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4208,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4209,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4210,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4211,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4212,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4213,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4214,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4215,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4216,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4217,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4218,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,16,C16,2-primary,4,primary_candidate,True,True,40,sufficient,0.0,1.0,0.4416507774183119,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4219,primary_C16_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,16,16.0,16.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4200,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4201,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4202,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4203,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4204,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4205,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4206,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4207,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4208,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4209,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4210,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4211,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4212,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4213,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4214,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4215,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4216,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4217,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4218,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pooled::fashion_mnist::N3::W64::monomial_activation,pooled_dataset_model_width_matching,fashion_mnist,3,64,monomial_activation,32,C32,2-primary,5,primary_candidate,True,True,40,sufficient,0.0,1.0,0.37759438679601626,1.0,1e-08,0.0,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4219,primary_C32_branch_lift,,False,False,no_real_q_branch_prediction_available,,,,,,,32,32.0,32.0,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
